Wall time,Step,Value
1673933770.4558387,60,0.4322989284992218
1673933837.9261777,61,0.41930273175239563
1673933904.9143848,62,0.41600528359413147
1673933971.7962973,63,0.4130660593509674
1673934039.4511852,64,0.40490177273750305
1673934106.3536234,65,0.40268179774284363
1673934173.1736052,66,0.3980325758457184
1673934240.7004292,67,0.39778468012809753
1673934307.6085215,68,0.3946661353111267
1673934374.4530432,69,0.38818392157554626
1673934441.974849,70,0.3799380958080292
1673934508.5773234,71,0.38020482659339905
1673934575.3420925,72,0.3774593472480774
1673934643.032205,73,0.3687281012535095
1673934709.6406705,74,0.36789125204086304
1673934776.1488833,75,0.36834168434143066
1673934843.393071,76,0.3602655231952667
1673934909.9956224,77,0.3630274832248688
1673934976.68164,78,0.36178332567214966
1673935044.1169841,79,0.3576847016811371
1673935110.6206439,80,0.23100459575653076
1673935177.153913,81,0.1867673248052597
1673935244.7101734,82,0.1687903106212616
1673935311.4609735,83,0.15635493397712708
1673935378.17139,84,0.14598138630390167
1673935445.8737195,85,0.13423258066177368
1673935512.638161,86,0.12903504073619843
1673935579.113902,87,0.12741348147392273
1673935646.5633988,88,0.11689737439155579
1673935713.325862,89,0.11318281292915344
1673935779.9487896,90,0.1082572340965271
1673935847.783584,91,0.10177188366651535
1673935914.6227133,92,0.09811462461948395
1673935981.5702164,93,0.09614329040050507
1673936049.137121,94,0.09424468874931335
1673936115.736671,95,0.08746524900197983
1673936182.4225373,96,0.08742868900299072
1673936249.1436303,97,0.0869147926568985
1673936316.3394377,98,0.08075984567403793
1673936382.8360274,99,0.07501339912414551
1673936449.2566872,100,0.07164131104946136
1673936516.376914,101,0.07213194668292999
1673936582.5664017,102,0.06824991852045059
1673936648.812042,103,0.06742186099290848
1673936715.8165104,104,0.06596071273088455
1673936782.3025863,105,0.06470821797847748
1673936848.799754,106,0.06281689554452896
1673936915.9449332,107,0.06065614894032478
1673936982.4946568,108,0.05860396847128868
1673937049.0575836,109,0.053536128252744675
1673937116.3625858,110,0.05544325336813927
1673937182.995853,111,0.05450030416250229
1673937249.7770786,112,0.053121499717235565
1673937317.2833717,113,0.050620321184396744
1673937383.8501186,114,0.05125046521425247
1673937450.5978267,115,0.04992853105068207
1673937518.142481,116,0.0492120087146759
1673937585.0218742,117,0.05008623003959656
1673937651.769625,118,0.04694284126162529
1673937719.342547,119,0.04787134379148483
1673937785.92218,120,0.03999431058764458
1673937852.680297,121,0.03224724158644676
1673937920.0876853,122,0.030603807419538498
1673937986.7874348,123,0.029334362596273422
1673938053.7347496,124,0.028632186353206635
1673938120.5699594,125,0.027996860444545746
1673938188.4002762,126,0.028026463463902473
1673938255.696492,127,0.02691146917641163
1673938323.2828884,128,0.02678789012134075
1673938390.9523144,129,0.025883087888360023
1673938457.7744184,130,0.0235578753054142
1673938525.2024136,131,0.023844683542847633
1673938592.2806098,132,0.026000266894698143
1673938658.723452,133,0.022590115666389465
1673938725.9940574,134,0.02319927327334881
1673938793.1429648,135,0.022012684494256973
1673938859.9327114,136,0.02220260538160801
1673938927.4162228,137,0.021672241389751434
1673938994.591345,138,0.021536419168114662
1673939061.2524328,139,0.02149162068963051
1673939128.7094955,140,0.02228638529777527
1673939196.024912,141,0.020946579053997993
1673939262.351453,142,0.021788787096738815
1673939328.6893368,143,0.021256165578961372
1673939396.5959632,144,0.020540012046694756
1673939463.6867704,145,0.021633127704262733
1673939529.7551858,146,0.020114777609705925
1673939596.476877,147,0.019433826208114624
1673939663.5539615,148,0.01928071491420269
1673939729.7188225,149,0.01831034943461418
1673939796.3943727,150,0.01810610480606556
1673939863.1498592,151,0.01977435126900673
1673939929.2012298,152,0.01924682967364788
1673939995.6719902,153,0.018466005101799965
1673940062.2844596,154,0.019356127828359604
1673940128.3211734,155,0.017642777413129807
1673940195.2900074,156,0.019084274768829346
1673940262.2105486,157,0.017668841406702995
1673940328.4356425,158,0.01772446185350418
1673940395.3260782,159,0.01633044332265854
