Wall time,Step,Value
1673859717.2966318,1,1.837020993232727
1673859809.4811995,2,1.4225703477859497
1673859901.867824,3,1.2495447397232056
1673859994.8203406,4,1.1239168643951416
1673860086.6775675,5,1.032365322113037
1673860178.869078,6,0.9602555632591248
1673860270.7427058,7,0.8985127210617065
1673860367.9704547,8,0.8451655507087708
1673860462.1257763,9,0.8040480017662048
1673860554.583057,10,1.2758657932281494
1673860647.3440464,11,0.9257132411003113
1673860740.3220384,12,0.7984759211540222
1673860832.3630476,13,0.7180386781692505
1673860925.0044353,14,0.6515148282051086
1673861017.8463063,15,0.6034202575683594
1673861110.360966,16,0.5672505497932434
1673861202.645146,17,0.5406944751739502
1673861296.1321967,18,0.5075165033340454
1673861388.7753146,19,0.4864826500415802
1673861481.2769141,20,0.46364784240722656
1673861573.5148475,21,0.4453761875629425
1673861665.8223133,22,0.42579448223114014
1673861757.3293533,23,0.42024266719818115
1673861848.5878828,24,0.40356916189193726
1673861939.8601441,25,0.3890073597431183
1673862031.9453003,26,0.3759000599384308
1673862124.6900826,27,0.37511304020881653
1673862216.618529,28,0.3570495843887329
1673862308.8885577,29,0.35083654522895813
1673862400.8687294,30,0.3458422124385834
1673862491.9735682,31,0.34163156151771545
1673862582.9380774,32,0.32454466819763184
1673862673.688222,33,0.3263907730579376
1673862766.281622,34,0.3164727985858917
1673862856.4811227,35,0.31477758288383484
1673862947.9874153,36,0.30702781677246094
1673863039.7930365,37,0.3058846890926361
1673863131.8267636,38,0.2981016933917999
1673863223.67532,39,0.2945055067539215
1673863315.7893631,40,0.28922179341316223
1673863407.4187293,41,0.2781984210014343
1673863500.6480966,42,0.2811790108680725
1673863593.741415,43,0.2709802985191345
1673863685.45209,44,0.2727384567260742
1673863775.7228484,45,0.2738949656486511
1673863866.832904,46,0.262334406375885
1673863959.0247478,47,0.2645947337150574
1673864052.8013356,48,0.26250144839286804
1673864144.5289001,49,0.258841872215271
1673864236.8649757,50,0.2556364834308624
1673864328.547508,51,0.2569717466831207
1673864420.522269,52,0.2472122758626938
1673864512.50293,53,0.24877728521823883
1673864604.5019758,54,0.24517002701759338
1673864696.0304868,55,0.24369023740291595
1673864787.599408,56,0.23716479539871216
1673864878.5666263,57,0.23447880148887634
1673864970.9729574,58,0.2320544719696045
1673865062.8730137,59,0.23642246425151825
1673865155.4750698,60,0.23113232851028442
1673865247.5705736,61,0.23050768673419952
1673865339.679877,62,0.22749875485897064
1673865431.9311042,63,0.2241472452878952
1673865523.2119594,64,0.22108428180217743
1673865614.5437543,65,0.22250127792358398
1673865705.6952932,66,0.22648786008358002
1673865796.7886958,67,0.2139551341533661
1673865888.2258716,68,0.22043633460998535
1673865979.7456663,69,0.21299855411052704
1673866070.8130531,70,0.2133692055940628
1673866162.0597887,71,0.21443365514278412
1673866253.0819347,72,0.20851007103919983
1673866344.499336,73,0.21147017180919647
1673866436.0264518,74,0.21060095727443695
1673866528.2360084,75,0.2063084989786148
1673866619.7447338,76,0.20879311859607697
1673866710.9868875,77,0.206244558095932
1673866802.1821375,78,0.20815452933311462
1673866893.3678012,79,0.20260415971279144
1673866984.608005,80,0.10734586417675018
1673867075.872622,81,0.0758642703294754
1673867167.1855578,82,0.06371241062879562
1673867258.2561235,83,0.05562702938914299
1673867350.4053788,84,0.05048413947224617
1673867441.4105306,85,0.045741964131593704
1673867535.3338044,86,0.04158101603388786
1673867627.9399586,87,0.037365611642599106
1673867723.4030302,88,0.03546962887048721
1673867816.7576466,89,0.03173933923244476
1673867909.8921733,90,0.030423223972320557
1673868003.9912474,91,0.03133271634578705
1673868097.2253695,92,0.028299547731876373
1673868189.5702715,93,0.024532491341233253
1673868282.9193602,94,0.023556718602776527
1673868375.8709612,95,0.0228361114859581
1673868468.10519,96,0.02141246385872364
1673868560.3646421,97,0.021487869322299957
1673868654.1910267,98,0.0190128106623888
1673868745.9375122,99,0.018779948353767395
1673868839.2993615,100,0.018499290570616722
1673868929.8572488,101,0.01673845946788788
1673869020.811167,102,0.01642676815390587
1673869111.5933867,103,0.014423985034227371
1673869202.5667076,104,0.014540618285536766
1673869295.0338666,105,0.01362350583076477
1673869389.4350147,106,0.014660997316241264
1673869489.3325696,107,0.01544213853776455
1673869627.12297,108,0.013656764291226864
1673869801.677893,109,0.013481148518621922
1673869992.813696,110,0.013404502533376217
1673870173.924608,111,0.012868608348071575
1673870316.5136468,112,0.011862054467201233
1673870410.7559168,113,0.011404609307646751
1673870503.9592783,114,0.010863230563700199
1673870596.7316477,115,0.009604372084140778
1673870690.436239,116,0.010717249475419521
1673870781.4196374,117,0.010894288308918476
1673870872.8756206,118,0.010158590972423553
1673870964.9095001,119,0.011338564567267895
1673871056.7406423,120,0.009439876303076744
1673871148.7297482,121,0.008498884737491608
1673871240.1704888,122,0.008074267767369747
1673871331.6219056,123,0.006860673427581787
1673871423.035447,124,0.006707567255944014
1673871515.0808494,125,0.006244700867682695
1673871607.2670727,126,0.00618023844435811
1673871699.7091942,127,0.006392035633325577
1673871792.1156766,128,0.005685018375515938
1673871883.9218264,129,0.00630674185231328
1673871976.64124,130,0.005221188999712467
1673872068.9079225,131,0.006162244826555252
1673872162.833239,132,0.004984318278729916
1673872255.2494733,133,0.005216548219323158
1673872347.8170366,134,0.005381866358220577
1673872438.4363842,135,0.00558720575645566
1673872529.1076436,136,0.004917397629469633
1673872619.4877381,137,0.00521846255287528
1673872709.5669727,138,0.004871940705925226
1673872801.1817183,139,0.005306048318743706
1673872893.0458083,140,0.004583961796015501
1673872984.6278486,141,0.004806827288120985
1673873076.6227915,142,0.004699493292719126
1673873168.0637033,143,0.004656099248677492
1673873259.7606387,144,0.004569734912365675
1673873351.3243268,145,0.004605075344443321
1673873443.332025,146,0.004514317028224468
1673873534.890084,147,0.004601717926561832
1673873626.4226913,148,0.004149861633777618
1673873718.303538,149,0.00414988212287426
1673873810.0263155,150,0.004245150368660688
1673873901.5615,151,0.004295536316931248
1673873992.9359522,152,0.004567272495478392
1673874084.6891038,153,0.0037219903897494078
1673874176.161685,154,0.0037791747599840164
1673874269.5186799,155,0.004034110344946384
1673874361.424295,156,0.0036496759857982397
1673874453.6707149,157,0.003934211563318968
1673874545.514699,158,0.004058534279465675
1673874636.913069,159,0.004197670146822929
1673874728.1090026,160,0.004195849411189556
